Textbox16,ACTUAL_SHIP_DATE_TIME,warehouse,SHIPPING_LOAD_NUM,CUSTOMER,store,ERP_order,AISLE,PARENT_CONTAINER_ID,item,ITEM_DESC,coef,pck,pcs,total_piece,total_kg,LOT
304,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,29,00004000000053112338,0000000211052_1,SEDAAP GORENG CHEF DEVINA 93GR_1C40P,40,0,2,2,0,
305,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,34,00004000000053112437,0000000220188_1,MATCHBOX 30782 BASIC CAR 1C24P,24,0,1,1,0,
306,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,31,00004000000053112369,0000000223587_1,BOGASARI LENCANA MERAH 1 KG _1C12P,12,1,0,12,0,12092027
307,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,16,00004000000053112062,0000000229052_1,KUSUKA UBI MADU 42GR_1C20P,20,0,10,10,0,29072027
308,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000240711_1,SENSODYNE PG CEGAH GIGI BERLUBANGSENSITIF60GR 1C72,1,0,3,3,0,20022028
309,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,42,00004000000053112499,0000000250605_1,PASEO WET WIPES ANTI BACTERIAL 3X10S_1C30P,90,0,1,1,0,08062029
310,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,41,00004000000053112468,0000000279045_1,PASTI HEMAT KACANG HIJAU YULEK 250GR M_1C12P,12,0,1,1,0,05072027
311,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,29,00004000000053112345,0000000289323_1,WOW SPAGETI GORENG 79GR_1C40P,40,0,10,10,0,12032027
312,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,03,00004000000053111829,0000000415071_1,SCHICK EXACTA2 WMN RAZOR 2W1,144,0,2,2,0,08062029
313,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,17,00004000000053112093,0000000452610_1,DUA KELINCI TIC TAC MIX 80G_1C50P,50,0,1,1,0,01072027
314,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,12,00004000000053112000,0000000709226_1,HEAD N SHOULDER SH COOL MENTHOL 6X10ML_1C90P,90,0,12,12,0,12062028
315,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112253,0000000718077_1,CERES CHOCO HAZELNUT 200G_1C12P,12,0,1,1,0,12062027
316,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,03,00004000000053111829,0000000722368_1,GATSBY STY POMADE SUPREME GREASE 80GR,8,0,1,1,0,03032030
317,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,21,00004000000053112161,0000000745363_1,SERENA TOGO LONG COKLAT  128G_1C30P,30,0,1,1,0,12062027
318,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000791170_1,SILVER QUEEN CHUNKY BAR 26G_1B12P,12,0,3,3,0,03122026
319,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,08,00004000000053111911,0000000826800_1,MONTISS FACIAL TISSUE 250S_1C48P,48,1,0,48,0,26052029
320,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112260,0000000828453_1,LUWAK KOPI W GULA 5PLUS 2X23G_1C20P,20,0,1,1,0,01012028
321,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,03,00004000000053111829,0000000844543_1,POSH MEN DSP COOL BLUE 150ML,4,0,1,1,0,12062028
322,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,42,00004000000053112482,0000000863486_1,LIFEBUOY BS LEMONFRESH 110G PKT _1C24P _67034270,24,0,2,2,0,24112028
323,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112246,0000000887149_1,TANGO WAFER POUCH VANILA 100G_1C18P,18,0,1,1,0,12062027
324,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,23,00004000000053112208,0000000889966_1,GOWELL BELGIAN CHOCOLATE 5X30G_1C24P,24,0,1,1,0,10042027
325,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112246,0000000909791_1,KAPAL API SPECIAL MERAH 350GR_1C9P,9,0,1,1,0,05062027
326,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000968326_1,DERMA ANGEL ACNE PATCH NIGHT 6S,1,0,1,1,0,01102030
327,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000001002698_1,SALONPAS KOYO 20S_1B10P,500,0,1,1,0,05052029
328,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000289187_1,TEREA MULINT 20S_1B10P,10,0,2,2,0,12062027
329,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,20,00004000000053112147,0000000398355_1,SGM SOYA ANANDA 6_12 400G_1C24P,24,0,1,1,0,04062028
330,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,12,00004000000053112000,0000000412198_1,GLADE GEL BATHROOM FRESH AIR 75GR _1C24P_YM,24,0,1,1,0,12042029
331,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,34,00004000000053112437,0000000440974_1,LOYAL OSAKA LY204 4LB W S STP KTK 1.5M SNI,72,0,1,1,0,
332,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,12,00004000000053112000,0000000477799_1,ASEPSO BAR SOAP SULPHUR 80 GR,72,0,1,1,0,04042029
333,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,18,00004000000053112116,0000000480074_1,FRENCH KENTANG GORENG 62GR,20,0,10,10,0,12012027
334,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,20,00004000000053112147,0000000480307_1,SGM EKSPLOR 1PLUS MADU 150G_1C48P,48,0,2,2,0,12052028
335,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000484450_1,FITBAR FRUITS 22G_1C6B12P,72,0,2,2,0,12042027
336,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,42,00004000000053112475,0000000490958_1,SOFTEX DAUN SIRIH WING 23CM 10S 1C48,48,0,2,2,0,15062029
337,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,23,00004000000053112208,0000000648671_1,TRESNOJOYO MADU TJ SUPER 150 GR_1C48P,48,0,1,1,0,01032029
338,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000651143_1,CABE KOYO 10S_1B20P,2000,0,2,2,0,01042030
339,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,32,00004000000053112390,0000000659453_1,PANDA GRASS JELLY CAN 310ML_1C24P,24,0,6,6,0,01072029
340,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,33,00004000000053112420,0000000662758_1,PERFECT ALKALINE WATER 500ML _1C24P,24,0,4,4,0,18042028
341,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,12,00004000000053112000,0000000732375_1,ZINC SH BLACK SHINE 170ML_1C24P,24,0,1,1,0,08052029
342,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,20,00004000000053112147,0000000751047_1,SGM EKSPLOR 3PLUS MADU 150G_1C48P,48,0,1,1,0,24052028
343,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,14,00004000000053112048,0000000752122_1,DOWNY BASE SUNRISE FRESH SACHET 7X22ML _1C52P,52,0,4,4,0,01122027
344,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,30,00004000000053112352,0000000763330_1,AMIDIS BOTOL 1500ML_1C12P,12,1,0,12,0,29062028
345,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000777020_1,REXONA RO WMN FREE SPIRIT 45ML_1C24P_68732490,24,0,2,2,0,10062028
346,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,34,00004000000053112437,0000000784842_1,ME_O CAT FOOD TUNA POUCH 80GR_1C48P,48,0,1,1,0,25032028
347,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,42,00004000000053112482,0000000836927_1,PASEO BABY WIPES CHAMOMILE 50S BANDED_1C36P,18,0,4,4,0,05062028
348,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000848953_1,MARINA NATURAL HBL NUTRI FRESH 350ML,24,0,1,1,0,05112028
349,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,30,00004000000053112352,0000000859485_1,SOSRO TEH BOTOL 350 ML_1C12P,12,2,0,24,0,12072027
350,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,14,00004000000053112048,0000000889154_1,GIV BW PERFUME PASSION FLOWER R400ML 1C12,12,0,1,1,0,12052028
351,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,34,00004000000053112437,0000000889646_1,YOA KANTONG SAMPAH ROLL 90X120 10LB,30,0,3,3,0,
352,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000145835_1,INDOFOOD BUMBU RACIK AYAM GORENG_1C100P,100,0,2,2,0,12122031
353,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,29,00004000000053112345,0000000146157_1,POP MIE KARI AYAM 60 LAPEER TIME_1C24P,24,0,6,6,0,12012027
354,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,28,00004000000053112314,0000000146458_1,CAP BADAK JAMBU CAN 320ML_1C24P,24,0,1,1,0,12052028
355,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,26,00004000000053112277,0000000146489_1,ULTRA LOWFAT SLIM 250 ML_1C24P,24,0,2,2,0,30032027
356,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000147175_1,MIXAGRIP FLU 4S_1B25P,1600,0,2,2,0,12122027
357,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,42,00004000000053112475,0000000148272_1,GENTLE GEN PARISIENNE GARDEN POUCH 360ML,12,0,1,1,0,12032028
358,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000149126_1,ROHTO COOL 7ML,144,0,1,1,0,01022029
359,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000150102_1,TONG TJI SUPER 80GR_1C50P,50,0,1,1,0,01062028
360,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000151613_1,MBK POWDER SILVER 13.6GR,360,0,3,3,0,04042033
361,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000151676_1,ROYCO KALDU RASA AYAM 94GR POUCH_1C36P_62019609,36,0,4,4,0,19062027
362,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,22,00004000000053112192,0000000153251_1,ROSE BRAND TEPUNG BERAS 500GR_1C20P,20,0,2,2,0,31122028
363,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,22,00004000000053112192,0000000153810_1,KUNCI MAS POUCH 200 ML_1C48P,48,0,12,12,0,12012028
364,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000153874_1,MAIZENAKU 150 GR_1C60P,60,0,1,1,0,01052028
365,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112246,0000000155005_1,DEMPO KOPI 250GR_1C40P,40,0,1,1,0,19072027
366,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000156339_1,OVALE WHITENING 100,36,0,1,1,0,01042029
367,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,14,00004000000053112048,0000000159286_1,GENTLE GEN MORNING BREEZE SCHT 6X80ML_1C10P,10,0,1,1,0,01072028
368,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112246,0000000172129_1,KAPAL API SC MANTAP 8X25GR_1C12P,12,0,4,4,0,08062027
369,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,40,00004000000053112451,0000000175777_1,CIMORY SQUEEZE MANGO STICKY RICE 120GR C24,24,0,6,6,0,12012027
370,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,41,00004000000053112468,0000000181259_1,SUPERBUBUR AYAM CUP_1C24P,24,0,1,1,0,03032027
371,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000183204_1,VIO ACNE SHIELD PATCH 24 HYDROCOLLOID PATCHES,20736,0,1,1,0,12052029
372,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,12,00004000000053112000,0000000190387_1,MAKARIZO HAIR CREAMBATH ALOE VERA 60GR_1C12P,144,0,2,2,0,12052029
373,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,41,00004000000053112468,0000000193756_1,TANGO WAFER MILKY CHOCO 110GR_1C24P,24,0,1,1,0,12062027
374,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,40,00004000000053112451,0000000198565_1,CIMORY YOGURT BITES STRAWBERRY MANGO 120GR C24,24,0,12,12,0,18122026
375,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,29,00004000000053112338,0000000205320_1,INDOMIE PREMIUM COLLECTION SPICY RAMYEON83GR_1C20,20,0,1,1,0,05022027
376,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,34,00004000000053112437,0000000889659_1,YOA PIRING KERTAS BULAT 25S_1B120P,1,0,2,2,0,
377,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,41,00004000000053112468,0000000932995_1,BENG BENG DRINK CHOCOLATE POUCH 4X27G_1C30P,30,0,2,2,0,05062027
378,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,34,00004000000053112437,0000000941261_1,YOA TUSUK GIGI TRAVEL W 75 P_1C24PSUPP 864P,864,0,2,2,0,
379,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,33,00004000000053112420,0000000944084_1,ULTRA TEH KOTAK LEMON 300ML_1C24P,24,0,3,3,0,28052027
380,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,17,00004000000053112093,0000000973924_1,POTABEE RASA AYAM BAKAR 35GR_1C40P,40,0,1,1,0,15022027
381,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112253,0000000979472_1,PIATTOS SAMBAL MATAH 65 GR_1C30P,30,0,4,4,0,18062027
382,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112246,0000000997512_1,HAPPYDENT COOL WHITE ASSORTED 25.2GR_1B12P,96,0,3,3,0,12122027
383,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,42,00004000000053112482,0000000229645_1,KISPRAY PELICIN KASTURI SUCI REF 280ML_1C24P,24,0,2,2,0,
384,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,20,00004000000053112147,0000000253080_1,PROMINA YOGURT MELTS STRAWBERRY 8 G,24,0,4,4,0,12062028
385,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000254768_1,CAMEL YELLOW 100 20S_1SL10P_YM,1,0,4,4,0,17062027
386,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,22,00004000000053112192,0000000255251_1,KARA SUN SANTAN KELAPA 110ML_1C24P,24,0,2,2,0,08032027
387,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,40,00004000000053112451,0000000257459_1,CIMORY SQUEEZE STICK YOGURT KYOHO GRAPE 40GR C100,2500,0,25,25,0,12012027
388,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,27,00004000000053112291,0000000284069_1,SEDAAP RAMEN YES KUAH HAKATA CHICKEN 88GR_1C40P,40,0,10,10,0,10102026
389,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,33,00004000000053112413,0000000295928_1,DUMDUM CHOCO MILK TEA 330ML_YM,12,0,3,3,0,07052027
390,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,08,00004000000053111911,0000000347910_1,MAMA LEMON PP JERUK NIPIS REF 610GR_1C12P,12,1,0,12,0,02062029
391,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,21,00004000000053112161,0000000413082_1,ROMA SARI GANDUM 240G_1C20P,20,0,3,3,0,01062027
392,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,10,00004000000053111966,0000000490954_1,SOFTEX DAUN SIRIH NONWING 23CM 18S _1C24P,24,0,1,1,0,11052029
393,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,32,00004000000053112390,0000000677440_1,PUCUK HARUM LESS SUGAR 350ML_1C24P,24,0,6,6,0,07072027
394,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000697637_1,KRAFT CHEDDAR MIDI 70G_1C48P,48,0,1,1,0,11042027
395,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000724727_1,INDOFOOD SAMBAL RUMAHAN SMBL BALADO 200G_1C24P,24,0,1,1,0,21042027
396,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000733529_1,CAMEL WHITE_1B10P,500,0,2,2,0,10092027
397,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,33,00004000000053112420,0000000753909_1,HEMAVITON C1000 ORANGE CAN 330ML_1C24P,24,0,1,1,0,08082027
398,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,05,00004000000053111850,0000000770154_1,NUVO BW MILD PROTECT R400ML 1C12,12,0,1,1,0,08072028
399,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000782771_1,MARINA UV WHT HBL HYDRO COOL 185ML,48,0,1,1,0,01062029
400,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000790585_1,MAESTRO MAYO PREMIUM POUCH 180GR_1C24P,24,0,2,2,0,08112027
401,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000796799_1,SAMPOERNA AVOLUTION 20S_1B10P,10,0,2,2,0,12062027
402,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,42,00004000000053112475,0000000807064_1,SOFTEX DAUN SIRIH SLIM HEAVY WING 36CM 12S_1C24P,24,0,1,1,0,08042029
403,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000823739_1,TOLAK ANGIN CAIR MADU BOX 5X15ML,72,0,1,1,0,04042028
404,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,13,00004000000053112024,0000000823952_1,LOVELY NATURALS HBL NOURISHING SAKURA 200ML,24,0,1,1,0,10072029
405,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,03,00004000000053111829,0000000887461_1,EMERON HAIR VIT DAMAGE CARE 6S_1C12P,48,0,2,2,0,08042028
406,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,06,00004000000053111874,0000000136757_1,CHARM BF EXTRA MAXI WING 23CM 30S _1C24P,24,0,2,2,0,08022029
407,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,42,00004000000053112475,0000000136941_1,LAURIER PL CLEANFRESH NON PERFUMED 20S _1C84P,84,0,4,4,0,08062029
408,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,12,00004000000053112000,0000000137048_1,DETTOL ANTISEPTIC LIQUID 95 ML _1C48P,48,0,2,2,0,01042029
409,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,42,00004000000053112475,0000000138992_1,LAURIER PL CLEANFRESH PERFUMED  40S _1C42P,42,0,1,1,0,12062029
410,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,21,00004000000053112161,0000000140896_1,NISSIN WALENS CHOCOLATE SOES 100G _1C30P,30,0,8,8,0,03062027
411,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,12,00004000000053112000,0000000141774_1,HARMONY BS LEMON 70G,72,0,2,2,0,01062029
412,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,16,00004000000053112062,0000000143206_1,ROMA MALKIST SWEET CRACKERS 105GR_1C30P,30,0,10,10,0,02072027
413,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,12,00004000000053112000,0000000143968_1,SHINZUI BS HANA 80G 1C144,144,0,2,2,0,24012029
414,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,18,00004000000053112116,0000000145635_1,KUSUKA BARBEQUE 180GR_1C10P,10,0,2,2,0,12072027
415,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,17,00004000000053112093,0000000145695_1,KUSUKA AYAM LADA HITAM 60GR_1C30P,30,0,2,2,0,12072027
416,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000145890_1,INDOFOOD BUMBU RACIK NASI GORENG_1C100P,100,0,3,3,0,12052027
417,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,41,00004000000053112468,0000000146311_1,MONDE STRAWBERRY PIE ALM 85G_1C24P,24,0,1,1,0,12062027
418,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,16,00004000000053112062,0000000146572_1,INACO JELLY 15S_1C24P,24,0,1,1,0,17082027
419,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000146752_1,AJINOMOTO 250 G _1C80P,80,0,1,1,0,28062036
420,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000146854_1,SAJIKU NASI GORENG AYAM 20G_1C20P,200,0,1,1,0,24062027
421,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000147258_1,CHIC CHOC BISCUIT 36G_1B30P_1C12B,360,0,1,1,0,20112027
422,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112246,0000000147277_1,TULIP CHOCOLATE 75GR_1C30P,30,0,3,3,0,06012028
423,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,21,00004000000053112161,0000000148174_1,MONDE FRIED COOK 200G_1C30P,30,0,2,2,0,09052027
424,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,30,00004000000053112352,0000000149402_1,RON 88  ELITE 1500ML_1C12P,12,1,0,12,0,30052028
425,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000154351_1,PANADOL EXTRA 10S_1B10P,216,0,2,2,0,11112028
426,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000156503_1,SILVER QUEEN CRISPY 53G_1C8B30P,400,0,5,5,0,11052027
427,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,27,00004000000053112284,0000000158476_1,POP MIE TORI KARA RAMEN 70GR_1C12P,12,0,4,4,0,14012027
428,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112246,0000000167206_1,LACTOGEN PRO 0_6 350 GR BOX_1C24P,24,0,1,1,0,12122027
429,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,18,00004000000053112116,0000000169860_1,CHITATO LITE AYAM BAWANG 68GR_1C30P,30,0,5,5,0,10032027
430,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,04,00004000000053111843,0000000172871_1,BOOM POW DET BUNGA 280GR,12,0,3,3,0,07072028
431,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,19,00004000000053112123,0000000178207_1,LACTOGROW PRO 1 PLUS  DHA 735GR_1C12P,12,0,1,1,0,12122027
432,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000178605_1,YOA SELAI STRAWBERRY 150GR_1C36P,36,0,2,2,0,12082027
433,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,27,00004000000053112291,0000000181310_1,SEDAAP MIE KARI SPECIAL 75G_1C40P,40,0,2,2,0,19022027
434,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,03,00004000000053111829,0000000182138_1,HONOR EDP BACARAT 50ML,432,0,1,1,0,01032029
435,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112246,0000000182256_1,RICHEESE WFR KRM KEJU75G _1C36P,36,0,6,6,0,04062027
436,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,42,00004000000053112482,0000000182664_1,PASEO TRAVEL PACK CHARACTER 70S_1C48P,48,0,2,2,0,08032029
437,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,12,00004000000053112000,0000000190385_1,MAKARIZO HAIR CREAMBATH JELLY 60GR_1C12P,12,0,1,1,0,01052029
438,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,42,00004000000053112482,0000000193859_1,CHARM SAFE NIGHT 35CM 18S 1C24,1,0,1,1,0,21062029
439,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,30,00004000000053112352,0000000226893_1,INDOMIE SOTO KOYA NAGIH 76G_1C40P,40,1,0,40,0,24022027
440,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,16,00004000000053112062,0000000233823_1,BIBIGO SEAWEED ORIGINAL 4GR _1 PLUS 1 _1C36P,36,0,6,6,0,26052027
441,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,11,00004000000053111980,0000000260291_1,RAPIKA PELICIN REF 3X300ML BANDED_1C4P,4,0,1,1,0,12052028
442,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,25,00004000000053112253,0000000281526_1,ANGET SARI WEDANG JAHE 5X24GR_1C50P,50,0,2,2,0,01082027
443,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,11,00004000000053111980,0000000286445_1,WIPOL KARBOL CEMARASEREH 720G BANDED_1C6P_65486583,6,0,1,1,0,02062028
444,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,20,00004000000053112147,0000000480304_1,SGM EKSPLOR 1PLUS VANILA 150G_1C48P,48,0,1,1,0,12062028
445,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,19,00004000000053112123,0000000480469_1,SGM ANANDA 6_12 150G_1C48P,48,0,1,1,0,18042028
446,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,02,00004000000053111805,0000000651139_1,BODREX MIGRA_Y,625,0,1,1,0,05052029
447,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,34,00004000000053112444,0000000681347_1,KENKO GUNTING SC 838N R1013,3600,0,1,1,0,
448,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,29,00004000000053112338,0000000694684_1,SARIMI ISI 2 RASA AYAM BAWANG 115G_1C24P,24,0,6,6,0,10032027
449,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,23,00004000000053112215,0000000728554_1,NUTRIVE BENECOL NO ADDED SUGAR LYCHEE 100ML(C36),36,0,3,3,0,09062027
450,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,01,00004000000053111782,0000000731150_1,NANO NANO MILKY RASA VANILA 12G_1B30P,30,0,1,1,0,01062027
451,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,08,00004000000053111911,0000000761710_1,MAMY POKO PANTS XTRA KERING SJ XL38 1C4P,4,1,0,4,0,14062029
452,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,18,00004000000053112116,0000000766561_1,TIC TIC BAWANG 64G_1C20P,20,0,1,1,0,08032027
453,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,41,00004000000053112468,0000000767450_1,TORABIKA CREAMY LATTE 5X20G_1C48P,48,0,2,2,0,29032027
454,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,24,00004000000053112222,0000000894869_1,DEL MONTE EXTRA HOT PET 265ML_1C24P,24,0,2,2,0,25122027
455,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,27,00004000000053112284,0000000902312_1,SUKSESS ISI 2 MIE GORENG AYAM KECAP 129G_1C24P,24,0,4,4,0,12022027
456,24-Jul-26,GBG,1483595,48693,DGO,CR07057882776,04,00004000000053111843,0000000950519_1,HIT AEROSOL LILY BLOSSOM 200ML _1C12P,12,0,1,1,0,01052029
